0.000000e+00 4.163862e-01 4.163862e-01 4.163862e-01
1.000000e+00 2.729044e-01 2.744900e-01 2.744900e-01
2.000000e+00 1.764589e+01 1.804300e+01 1.804300e+01
3.000000e+00 8.047239e+00 9.226564e+00 9.226564e+00
4.000000e+00 9.831340e+00 9.511637e+00 9.511644e+00
5.000000e+00 8.042888e+00 9.425970e+00 9.425971e+00
6.000000e+00 8.196313e+00 8.947216e+00 8.947216e+00
7.000000e+00 1.434504e+01 1.652242e+01 1.652241e+01
8.000000e+00 1.144784e+01 1.439108e+01 1.439107e+01
9.000000e+00 1.093666e+01 1.404472e+01 1.404468e+01
1.000000e+01 1.301524e+01 1.491963e+01 1.491963e+01
1.100000e+01 1.031597e+01 1.050335e+01 1.050335e+01
1.200000e+01 1.041663e+01 1.282526e+01 1.282523e+01
1.300000e+01 1.189808e+01 1.388749e+01 1.388725e+01
1.400000e+01 1.013501e+01 6.415096e+00 6.415099e+00
1.500000e+01 9.427088e+00 6.574013e+00 6.573961e+00
1.600000e+01 1.118068e+01 6.975948e+00 6.975950e+00
1.700000e+01 9.792695e+00 5.860263e+00 5.860326e+00
1.800000e+01 8.803604e+00 4.462263e+00 4.462259e+00
1.900000e+01 9.202831e+00 4.549159e+00 4.549217e+00
2.000000e+01 7.943270e+00 3.560492e+00 3.560493e+00
2.100000e+01 7.209789e+00 3.219461e+00 3.219462e+00
2.200000e+01 8.324188e+00 3.192528e+00 3.192548e+00
2.300000e+01 6.202887e+00 1.924814e+00 1.924814e+00
2.400000e+01 5.732883e+00 1.458266e+00 1.458256e+00
2.500000e+01 5.966703e+00 1.654654e+00 1.654665e+00
2.600000e+01 4.941605e+00 1.130959e+00 1.130961e+00
2.700000e+01 4.486830e+00 1.036111e+00 1.036124e+00
2.800000e+01 4.718553e+00 1.139714e+00 1.139711e+00
2.900000e+01 3.571152e+00 7.754676e-01 7.754742e-01
3.000000e+01 2.417974e+00 6.945985e-01 6.945976e-01
3.100000e+01 2.486471e+00 6.805675e-01 6.805772e-01
3.200000e+01 1.801366e+00 6.226413e-01 6.226423e-01
3.300000e+01 1.485261e+00 4.864660e-01 4.864654e-01
3.400000e+01 1.515572e+00 4.878734e-01 4.878730e-01
3.500000e+01 1.267339e+00 3.362857e-01 3.362834e-01
3.600000e+01 9.344965e-01 2.787532e-01 2.787603e-01
3.700000e+01 9.334764e-01 3.037053e-01 3.037041e-01
3.800000e+01 7.588705e-01 2.180406e-01 2.180417e-01
3.900000e+01 6.461188e-01 2.416213e-01 2.416208e-01
4.000000e+01 6.863074e-01 2.521564e-01 2.521561e-01
4.100000e+01 5.213606e-01 1.937443e-01 1.937326e-01
4.200000e+01 4.331221e-01 1.496732e-01 1.496693e-01
4.300000e+01 4.443324e-01 1.487842e-01 1.487802e-01
4.400000e+01 4.137268e-01 1.349230e-01 1.349200e-01
4.500000e+01 3.900067e-01 1.345848e-01 1.345581e-01
4.600000e+01 3.877517e-01 1.343062e-01 1.342795e-01
4.700000e+01 3.626999e-01 1.196305e-01 1.196294e-01
4.800000e+01 2.681814e-01 7.320376e-02 7.321950e-02
4.900000e+01 2.215583e-01 7.321253e-02 7.322813e-02
5.000000e+01 1.699634e-01 6.387272e-02 6.387020e-02
5.100000e+01 1.590740e-01 3.499376e-02 3.499391e-02
5.200000e+01 1.630747e-01 3.502392e-02 3.502421e-02
5.300000e+01 1.605889e-01 2.152913e-02 2.154347e-02
5.400000e+01 1.568939e-01 2.068643e-02 2.068212e-02
5.500000e+01 1.548898e-01 2.067778e-02 2.067338e-02
5.600000e+01 1.287201e-01 2.327247e-02 2.327374e-02
