3.000000e+00 2.000000e+00 2.664410e-31
6.000000e+00 2.000000e+00 1.288663e-32
9.000000e+00 2.000000e+00 7.095287e-24
1.200000e+01 2.000000e+00 1.284775e-22
1.500000e+01 2.000000e+00 1.255609e-22
1.800000e+01 2.000000e+00 8.819653e-22
2.100000e+01 2.000000e+00 1.027140e-21
2.400000e+01 2.000000e+00 3.568881e-22
2.700000e+01 2.000000e+00 1.190202e-21
3.000000e+01 2.000000e+00 2.843068e-21
3.300000e+01 2.000000e+00 3.722522e-21
3.600000e+01 2.000000e+00 3.932311e-21
3.900000e+01 2.000000e+00 3.397023e-21
4.200000e+01 2.000000e+00 4.290339e-21
4.500000e+01 2.000000e+00 5.078811e-21
4.800000e+01 2.000000e+00 5.669493e-21
5.100000e+01 2.000000e+00 5.816053e-21
5.400000e+01 2.000000e+00 6.020021e-21
5.700000e+01 2.000000e+00 8.059525e-21
6.000000e+01 2.000000e+00 8.214711e-21
6.500000e+01 2.000000e+00 9.317475e-21
6.600000e+01 2.000000e+00 8.365848e-21
6.700000e+01 2.000000e+00 7.181718e-21
7.000000e+01 2.000000e+00 7.142842e-21
7.200000e+01 2.000000e+00 7.300631e-21
7.300000e+01 2.000000e+00 7.406064e-21
7.400000e+01 2.000000e+00 7.731416e-21
7.900000e+01 2.000000e+00 7.680831e-21
8.000000e+01 2.000000e+00 7.730494e-21
8.200000e+01 2.000000e+00 8.200943e-21
8.300000e+01 2.000000e+00 8.127493e-21
8.400000e+01 2.000000e+00 8.879401e-21
8.500000e+01 2.000000e+00 8.439279e-21
8.600000e+01 2.000000e+00 8.466896e-21
8.800000e+01 2.000000e+00 8.546197e-21
9.100000e+01 2.000000e+00 8.611231e-21
9.200000e+01 2.000000e+00 8.518031e-21
9.400000e+01 2.000000e+00 8.513461e-21
9.600000e+01 2.000000e+00 8.484528e-21
9.700000e+01 2.000000e+00 8.467447e-21
9.900000e+01 2.000000e+00 8.680997e-21
1.000000e+02 2.000000e+00 8.695946e-21
1.010000e+02 2.000000e+00 8.674032e-21
1.020000e+02 2.000000e+00 8.652101e-21
1.060000e+02 2.000000e+00 8.652227e-21
1.070000e+02 2.000000e+00 8.695783e-21
1.080000e+02 2.000000e+00 8.709044e-21
1.090000e+02 2.000000e+00 8.670303e-21
1.100000e+02 2.000000e+00 8.622247e-21
1.110000e+02 2.000000e+00 8.617645e-21
1.130000e+02 2.000000e+00 8.620297e-21
1.140000e+02 2.000000e+00 8.616715e-21
1.150000e+02 2.000000e+00 8.695181e-21
1.170000e+02 2.000000e+00 8.697495e-21
1.180000e+02 2.000000e+00 8.728564e-21
1.190000e+02 2.000000e+00 8.734847e-21
1.220000e+02 2.000000e+00 8.747268e-21
1.230000e+02 2.000000e+00 8.834948e-21
1.240000e+02 2.000000e+00 8.836745e-21
1.310000e+02 2.000000e+00 8.867013e-21
1.330000e+02 2.000000e+00 8.852947e-21
1.340000e+02 2.000000e+00 8.866930e-21
1.350000e+02 2.000000e+00 8.880915e-21
1.360000e+02 2.000000e+00 8.865699e-21
1.370000e+02 2.000000e+00 8.870666e-21
1.380000e+02 2.000000e+00 8.868707e-21
1.390000e+02 2.000000e+00 8.869241e-21
1.430000e+02 2.000000e+00 8.866598e-21
1.470000e+02 2.000000e+00 8.866848e-21
1.490000e+02 2.000000e+00 8.870424e-21
