0.000000e+00 1.770817e-21 1.770817e-21 1.770817e-21 3.805054e-22 1.949836e-20 8.802641e-21
1.000000e+00 3.158261e-27 1.770817e-21 1.770817e-21 3.805054e-22 1.949836e-20 8.802641e-21
2.000000e+00 3.158261e-27 2.287209e-33 1.770817e-21 3.805054e-22 1.949836e-20 8.802641e-21
3.000000e+00 3.158261e-27 2.287209e-33 2.664410e-31 3.805054e-22 1.949836e-20 8.802641e-21
4.000000e+00 1.115997e-27 2.287209e-33 2.664410e-31 3.805054e-22 1.949836e-20 8.802641e-21
5.000000e+00 1.115997e-27 1.317024e-33 2.664410e-31 3.805054e-22 1.949836e-20 8.802641e-21
6.000000e+00 1.115997e-27 1.317024e-33 1.288663e-32 3.805054e-22 1.949836e-20 8.802641e-21
7.000000e+00 1.474307e-24 1.317024e-33 1.288663e-32 3.805054e-22 1.949836e-20 8.802641e-21
8.000000e+00 1.474307e-24 6.237762e-53 1.288663e-32 3.805054e-22 1.949836e-20 8.802641e-21
9.000000e+00 1.474307e-24 6.237762e-53 7.095287e-24 3.805054e-22 1.949836e-20 8.802641e-21
1.000000e+01 7.702341e-24 6.237762e-53 7.095287e-24 3.805054e-22 1.949836e-20 8.802641e-21
1.100000e+01 7.702341e-24 2.301349e-43 7.095287e-24 3.805054e-22 1.949836e-20 8.802641e-21
1.200000e+01 7.702341e-24 2.301349e-43 1.284775e-22 3.805054e-22 1.949836e-20 8.802641e-21
1.300000e+01 7.135126e-24 2.301349e-43 1.284775e-22 3.805054e-22 1.949836e-20 8.802641e-21
1.400000e+01 7.135126e-24 3.247832e-51 1.284775e-22 3.805054e-22 1.949836e-20 8.802641e-21
1.500000e+01 7.135126e-24 3.247832e-51 1.255609e-22 3.805054e-22 1.949836e-20 8.802641e-21
1.600000e+01 5.597773e-23 3.247832e-51 1.255609e-22 3.805054e-22 1.949836e-20 8.802641e-21
1.700000e+01 5.597773e-23 6.192460e-28 1.255609e-22 3.805054e-22 1.949836e-20 8.802641e-21
1.800000e+01 5.597773e-23 6.192460e-28 8.819653e-22 3.805054e-22 1.949836e-20 8.802641e-21
1.900000e+01 9.129708e-22 6.192460e-28 8.819653e-22 3.805054e-22 1.949836e-20 8.802641e-21
