0.000000e+00 5.352487e-18 5.352487e-18 6.347768e-07 8.397721e-07
1.000000e+00 1.407654e-09 5.352487e-18 6.347768e-07 8.397721e-07
2.000000e+00 1.407654e-09 4.735126e-15 6.347768e-07 8.397721e-07
3.000000e+00 5.184829e-07 4.735126e-15 6.347768e-07 8.397721e-07
4.000000e+00 5.184829e-07 2.868392e-13 6.347768e-07 8.397721e-07
5.000000e+00 6.558471e-07 2.868392e-13 6.347768e-07 8.397721e-07
6.000000e+00 6.558471e-07 9.631621e-15 6.347768e-07 8.397721e-07
7.000000e+00 6.352402e-07 9.631621e-15 6.347768e-07 8.397721e-07
8.000000e+00 6.352402e-07 5.129637e-09 6.347768e-07 8.397721e-07
9.000000e+00 6.362792e-07 5.129637e-09 6.347768e-07 8.397721e-07
1.000000e+01 6.362792e-07 9.158331e-08 6.347768e-07 8.397721e-07
1.100000e+01 6.356965e-07 9.158331e-08 6.347768e-07 8.397721e-07
1.200000e+01 6.356965e-07 2.232275e-07 6.347768e-07 8.397721e-07
1.300000e+01 6.352865e-07 2.232275e-07 6.347768e-07 8.397721e-07
1.400000e+01 6.352865e-07 3.576930e-07 6.347768e-07 8.397721e-07
1.500000e+01 6.352865e-07 4.699179e-07 6.347768e-07 8.397721e-07
1.600000e+01 6.352865e-07 6.056470e-07 6.347768e-07 8.397721e-07
1.700000e+01 6.352865e-07 6.549265e-07 6.347768e-07 8.397721e-07
1.800000e+01 6.352865e-07 7.784810e-07 6.347768e-07 8.397721e-07
1.900000e+01 6.352865e-07 8.306214e-07 6.347768e-07 8.397721e-07
2.000000e+01 6.352865e-07 7.924573e-07 6.347768e-07 8.397721e-07
2.100000e+01 6.352865e-07 8.920679e-07 6.347768e-07 8.397721e-07
2.200000e+01 6.352865e-07 8.602152e-07 6.347768e-07 8.397721e-07
2.300000e+01 6.352865e-07 8.529006e-07 6.347768e-07 8.397721e-07
2.400000e+01 6.352865e-07 8.511566e-07 6.347768e-07 8.397721e-07
2.500000e+01 6.352865e-07 8.405621e-07 6.347768e-07 8.397721e-07
2.600000e+01 6.352865e-07 8.335996e-07 6.347768e-07 8.397721e-07
2.700000e+01 6.352865e-07 8.146203e-07 6.347768e-07 8.397721e-07
2.800000e+01 6.352865e-07 8.207723e-07 6.347768e-07 8.397721e-07
2.900000e+01 6.352865e-07 8.215041e-07 6.347768e-07 8.397721e-07
3.000000e+01 6.352865e-07 8.145349e-07 6.347768e-07 8.397721e-07
3.100000e+01 6.352865e-07 8.358537e-07 6.347768e-07 8.397721e-07
3.200000e+01 6.352865e-07 8.339275e-07 6.347768e-07 8.397721e-07
3.300000e+01 6.352865e-07 8.341596e-07 6.347768e-07 8.397721e-07
3.400000e+01 6.352865e-07 8.268058e-07 6.347768e-07 8.397721e-07
3.500000e+01 6.352865e-07 8.301557e-07 6.347768e-07 8.397721e-07
3.600000e+01 6.352865e-07 8.367935e-07 6.347768e-07 8.397721e-07
3.700000e+01 6.352865e-07 8.351035e-07 6.347768e-07 8.397721e-07
3.800000e+01 6.352865e-07 8.424710e-07 6.347768e-07 8.397721e-07
3.900000e+01 6.352865e-07 8.422920e-07 6.347768e-07 8.397721e-07
4.000000e+01 6.352865e-07 8.408825e-07 6.347768e-07 8.397721e-07
4.100000e+01 6.352865e-07 8.419652e-07 6.347768e-07 8.397721e-07
4.200000e+01 6.352865e-07 8.422774e-07 6.347768e-07 8.397721e-07
4.300000e+01 6.352865e-07 8.399738e-07 6.347768e-07 8.397721e-07
4.400000e+01 6.352865e-07 8.395536e-07 6.347768e-07 8.397721e-07
4.500000e+01 6.352865e-07 8.377070e-07 6.347768e-07 8.397721e-07
4.600000e+01 6.352865e-07 8.384184e-07 6.347768e-07 8.397721e-07
