1.000000e+00 4.551606e-43 7.264328e-43 7.172488e-43
2.000000e+00 9.244262e-50 7.408251e-43 4.039585e-43
3.000000e+00 9.244196e-50 8.030597e-56 7.150122e-43
4.000000e+00 9.244208e-50 8.030597e-56 1.030162e-53
5.000000e+00 9.273971e-48 8.030597e-56 1.032425e-53
6.000000e+00 5.162309e-48 4.579205e-56 1.032425e-53
7.000000e+00 9.456005e-49 4.575174e-56 4.604211e-55
8.000000e+00 3.049174e-44 4.575288e-56 4.604182e-55
9.000000e+00 8.193581e-44 3.429024e-76 4.667975e-55
1.000000e+01 2.590563e-44 1.816252e-110 8.672700e-44
1.100000e+01 2.729647e-44 4.015063e-93 1.146179e-43
1.200000e+01 1.290921e-43 2.700178e-75 1.025164e-42
1.300000e+01 5.835546e-44 4.851789e-81 7.110268e-42
1.400000e+01 8.186736e-44 1.018284e-81 7.197947e-42
1.500000e+01 2.087432e-44 1.361080e-105 3.298244e-41
1.600000e+01 3.772445e-44 2.957297e-93 1.186840e-41
1.700000e+01 8.888574e-43 3.644689e-99 3.282386e-41
1.800000e+01 9.222856e-43 9.240336e-49 8.833764e-43
1.900000e+01 4.320667e-43 3.718897e-48 3.302129e-40
2.000000e+01 5.461441e-41 1.831347e-48 1.378833e-40
2.100000e+01 4.171863e-41 3.021145e-48 8.512002e-41
2.200000e+01 9.080629e-41 6.547106e-47 3.717773e-41
2.300000e+01 1.739815e-42 8.664083e-48 4.349995e-40
2.400000e+01 6.806112e-43 3.733460e-46 1.173417e-40
2.500000e+01 4.058815e-42 8.464455e-48 1.981251e-41
2.600000e+01 3.109228e-42 1.054696e-46 6.016651e-42
2.700000e+01 5.155360e-42 9.326393e-45 2.512873e-41
2.800000e+01 2.422993e-42 1.463674e-46 1.695481e-42
2.900000e+01 2.662339e-41 1.249538e-45 8.956966e-41
3.000000e+01 1.277775e-41 2.772187e-45 5.295099e-42
3.100000e+01 4.611788e-41 3.743578e-46 1.193136e-40
3.200000e+01 5.952389e-42 5.051666e-45 2.848680e-40
3.300000e+01 4.140456e-42 7.360256e-43 5.979244e-41
3.400000e+01 1.044431e-43 1.079021e-43 4.967948e-40
3.500000e+01 1.122944e-42 5.907198e-43 1.794687e-41
